file	line	old	new	context
src/views/SettingsView.vue	97	9.6rem	6rem	padding: 4rem 4.8rem 9.6rem;
src/views/SettingsView.vue	98	4.8rem	3rem	gap: 4.8rem;
src/views/SettingsView.vue	103	28rem	17.5rem	grid-template-columns: 28rem 1fr;
src/views/SettingsView.vue	117	4rem	2.5rem	top: 4rem;
src/views/SettingsView.vue	132	2.6rem	1.625rem	font-size: 2.6rem;
src/views/SettingsView.vue	138	2.2rem	1.375rem	font-size: 2.2rem;
src/views/SettingsView.vue	144	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/SettingsView.vue	172	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/SettingsView.vue	191	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/SettingsView.vue	203	2.4rem	1.5rem	padding: 2.4rem 1.8rem 8rem;
src/views/SettingsView.vue	203	1.8rem	1.125rem	padding: 2.4rem 1.8rem 8rem;
src/views/SettingsView.vue	203	8rem	5rem	padding: 2.4rem 1.8rem 8rem;
src/views/StudentDashboardView.vue	405	1.8rem	1.125rem	.card-title { font-family: var(--font-body); font-size: 1.8rem; font-weight: 500; color: rgb(var(--color-ink)); margin: 
src/views/StudentDashboardView.vue	407	1.6rem	1rem	.chev { font-family: var(--font-mono); color: rgb(var(--color-mute)); font-size: 1.6rem; }
src/views/StudentDashboardView.vue	411	1.3rem	0.8125rem	padding: 8px 12px; border-radius: 4px; font-family: var(--font-body); font-size: 1.3rem; margin-bottom: 12px;
src/views/StudentDashboardView.vue	413	1.5rem	0.9375rem	.due-banner.big { font-size: 1.5rem; padding: 14px 18px; }
src/views/StudentDashboardView.vue	416	1.4rem	0.875rem	.hl-text { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-ink)); font-style: italic; line-heig
src/views/StudentDashboardView.vue	418	1.1rem	0.6875rem	.hl-date { font-family: var(--font-mono); font-size: 1.1rem; color: rgb(var(--color-mute)); }
src/views/StudentDashboardView.vue	420	1.5rem	0.9375rem	.attempt-title { font-family: var(--font-body); font-size: 1.5rem; color: rgb(var(--color-ink)); }
src/views/StudentDashboardView.vue	421	1.1rem	0.6875rem	.attempt-meta { display: flex; justify-content: space-between; font-family: var(--font-mono); font-size: 1.1rem; color: 
src/views/StudentDashboardView.vue	423	1.2rem	0.75rem	.note-preview { font-family: var(--font-body); font-size: 1.2rem; font-style: italic; color: rgb(var(--color-mute)); pad
src/views/StudentDashboardView.vue	424	1.5rem	0.9375rem	.note-content { font-family: var(--font-body); font-size: 1.5rem; color: rgb(var(--color-ink)); line-height: 1.5; margin
src/views/StudentDashboardView.vue	425	1.4rem	0.875rem	.muted { font-family: var(--font-body); font-size: 1.4rem; color: rgb(var(--color-mute)); margin: 8px 0 0; }
src/views/StyleGuideView.vue	119	2.5rem	1.5625rem	padding: 2.5rem 1.5rem;
src/views/StyleGuideView.vue	119	1.5rem	0.9375rem	padding: 2.5rem 1.5rem;
src/views/StyleGuideView.vue	122	2.5rem	1.5625rem	margin-bottom: 2.5rem;
src/views/StyleGuideView.vue	131	1rem	0.625rem	margin-top: 1rem;
src/views/StyleGuideView.vue	137	2rem	1.25rem	gap: 2rem;
src/views/StyleGuideView.vue	144	0.25rem	0.15625rem	gap: 0.25rem;
src/views/StyleGuideView.vue	148	0.5rem	0.3125rem	margin-bottom: 0.5rem;
src/views/StyleGuideView.vue	154	0.5rem	0.3125rem	gap: 0.5rem;
src/views/StyleGuideView.vue	156	0.6rem	0.375rem	padding: 0.6rem 0.875rem;
src/views/StyleGuideView.vue	156	0.875rem	0.546875rem	padding: 0.6rem 0.875rem;
src/views/StyleGuideView.vue	162	1.5rem	0.9375rem	font-size: 1.5rem;
src/views/StyleGuideView.vue	180	1.1rem	0.6875rem	font-size: 1.1rem;
src/views/StyleGuideView.vue	184	0.1rem	0.0625rem	padding: 0.1rem 0.6rem;
src/views/StyleGuideView.vue	184	0.6rem	0.375rem	padding: 0.1rem 0.6rem;
src/views/StyleGuideView.vue	192	1.5rem	0.9375rem	padding-top: 1.5rem;
src/views/StyleGuideView.vue	194	1.5rem	0.9375rem	margin-top: 1.5rem;
src/views/StyleGuideView.vue	206	4rem	2.5rem	padding: 4rem 4rem 8rem;
src/views/StyleGuideView.vue	206	4rem	2.5rem	padding: 4rem 4rem 8rem;
src/views/StyleGuideView.vue	206	8rem	5rem	padding: 4rem 4rem 8rem;
tailwind.config.js	37	1.1rem	0.6875rem	//   "1.1rem",
tailwind.config.js	38	1.4rem	0.875rem	//   { lineHeight: "1.4rem", letterSpacing: "-0.01rem" },
tailwind.config.js	38	-0.01rem	-0.00625rem	//   { lineHeight: "1.4rem", letterSpacing: "-0.01rem" },
tailwind.config.js	40	1.35rem	0.84375rem	// small: ["1.35rem", { lineHeight: "1.9rem", letterSpacing: "0.02rem" }],
tailwind.config.js	40	1.9rem	1.1875rem	// small: ["1.35rem", { lineHeight: "1.9rem", letterSpacing: "0.02rem" }],
tailwind.config.js	40	0.02rem	0.0125rem	// small: ["1.35rem", { lineHeight: "1.9rem", letterSpacing: "0.02rem" }],
tailwind.config.js	41	1.6rem	1rem	// medium: ["1.6rem", { lineHeight: "2.65rem" }],
tailwind.config.js	41	2.65rem	1.65625rem	// medium: ["1.6rem", { lineHeight: "2.65rem" }],
tailwind.config.js	42	1.8rem	1.125rem	// baseMono: ["1.8rem", "2.8rem"],
tailwind.config.js	42	2.8rem	1.75rem	// baseMono: ["1.8rem", "2.8rem"],
tailwind.config.js	43	2rem	1.25rem	// base: ["2rem", "3.1rem"],
tailwind.config.js	43	3.1rem	1.9375rem	// base: ["2rem", "3.1rem"],
tailwind.config.js	44	3.0rem	1.875rem	// h3: ["3.0rem", "3.8rem"],
tailwind.config.js	44	3.8rem	2.375rem	// h3: ["3.0rem", "3.8rem"],
tailwind.config.js	45	4.8rem	3rem	// h2: ["4.8rem", "5.8rem"],
tailwind.config.js	45	5.8rem	3.625rem	// h2: ["4.8rem", "5.8rem"],
tailwind.config.js	46	11rem	6.875rem	// blindness: ["11rem", "11rem"],
tailwind.config.js	46	11rem	6.875rem	// blindness: ["11rem", "11rem"],
tailwind.config.js	47	8rem	5rem	// biggest: ["8rem", "12rem"],
tailwind.config.js	47	12rem	7.5rem	// biggest: ["8rem", "12rem"],
tailwind.config.js	48	8rem	5rem	// big: ["8rem", "8rem"],
tailwind.config.js	48	8rem	5rem	// big: ["8rem", "8rem"],
tailwind.config.js	51	2.2rem	1.375rem	header: "2.2rem",
tailwind.config.js	52	2.2rem	1.375rem	body: "calc(100vh - 2.2rem)",
tailwind.config.js	59	11rem	6.875rem	text: "var(--reader-prose-w, min(50vw, calc(780px + 11rem)))",
tailwind.config.js	60	11rem	6.875rem	illus: "calc(100vw - var(--reader-prose-w, min(50vw, calc(780px + 11rem))))",
tailwind.config.js	71	11rem	6.875rem	text: "max(50vw, calc(100vw - 780px - 11rem))",
tailwind.config.js	74	2.2rem	1.375rem	body: "2.2rem",
